arrival_to_far_corner_m,area_m2,address_rows,unit_rows,distinct_house_numbers,street,example_address,example_address_last,arrival_lat,arrival_lng,site_centre_lat,site_centre_lng
218.8,1150,1,0,1,Schoolhouse,150 Schoolhouse St,150 Schoolhouse St,49.236688,-122.852524,49.237510,-122.854856
218.6,9531,45,44,1,Coast Meridian,1299 Coast Meridian Rd,1299 Coast Meridian Rd 9,49.290331,-122.755908,49.291053,-122.755464
218.6,20743,1,0,1,McVicar,3550 McVicar Crt,3550 McVicar Crt,49.296387,-122.739548,49.295954,-122.738318
218.5,17469,1,0,1,Devon,1144 Devon St,1144 Devon St,49.280363,-122.728428,49.279931,-122.729915
218.4,27717,29,28,1,Como Lake,1960 Como Lake Ave,1960 Como Lake Ave 172,49.263344,-122.838153,49.262544,-122.838922
218.3,10998,1,0,1,Camelback,1850 Camelback Crt,1850 Camelback Crt,49.313846,-122.789433,49.314660,-122.790546
218.3,4052,1,0,1,Pipeline,1500 Pipeline Rd,1500 Pipeline Rd,49.311106,-122.772699,49.310137,-122.772204
218.2,6523,1,0,1,Panorama,2970 Panorama Dr,2970 Panorama Dr,49.298067,-122.806408,49.297688,-122.805756
217.1,7468,1,0,1,Pipeline,1466 Pipeline Rd,1466 Pipeline Rd,49.303456,-122.775065,49.303319,-122.776612
217.0,16954,1,0,1,Golden,78 Golden Dr,78 Golden Dr,49.229989,-122.824532,49.230265,-122.826010
217.0,21693,1,0,1,Austin,565 Austin Ave,565 Austin Ave,49.249074,-122.887569,49.249830,-122.888184
216.9,12410,146,144,2,Glen,2915 Glen Dr,2925 Glen Dr 419,49.282728,-122.800306,49.283666,-122.799987
216.8,17912,2,0,2,Lougheed,1110 Lougheed Hwy,1175 Woolridge St,49.232887,-122.859042,49.233533,-122.859759
216.8,18815,1,0,1,Soball,1254 Soball St,1254 Soball St,49.287449,-122.750317,49.287888,-122.751700
216.6,18151,1,0,1,Devon,1147 Devon St,1147 Devon St,49.281090,-122.728131,49.280635,-122.726796
216.6,18061,1,0,1,Rosenburg,1292 Rosenburg Way,1292 Rosenburg Way,49.290640,-122.738183,49.290310,-122.739070
216.5,32014,36,34,2,Clarke,552 Clarke Rd,568 Clarke Rd,49.262038,-122.889490,49.261357,-122.888868
216.5,12506,1,0,1,Robson,2995 Robson Dr,2995 Robson Dr,49.299920,-122.789061,49.298900,-122.789845
216.3,9243,1,0,1,Cedar,4171 Cedar Dr,4171 Cedar Dr,49.288834,-122.727183,49.289450,-122.726844
216.2,15331,1,0,0,Pinewood,Pinewood Ave,Pinewood Ave,49.291543,-122.793809,49.292065,-122.792719
216.1,17669,1,0,1,Smith,751 Smith Ave,751 Smith Ave,49.259988,-122.877147,49.261054,-122.877755
216.1,20882,76,75,1,Mitchell,1350 Mitchell St,1350 Mitchell St 175,49.293839,-122.738512,49.293463,-122.739606
216.0,15637,1,0,1,Edwards,1350 Edwards St,1350 Edwards St,49.294627,-122.719946,49.294149,-122.720475
215.8,16845,1,0,1,Brunette,1432 Brunette Ave,1432 Brunette Ave,49.240630,-122.852671,49.239312,-122.853108
215.6,2034,1,0,1,Lakeshore,688 Lakeshore Dr,688 Lakeshore Dr,49.257944,-122.857868,49.259247,-122.859255
215.5,8433,1,0,1,Pollard,1385 Pollard St,1385 Pollard St,49.296606,-122.725481,49.296384,-122.723937
215.5,30111,1,0,1,Harper,3630 Harper Rd,3630 Harper Rd,49.301640,-122.729543,49.300630,-122.730548
215.4,16545,7,6,1,Barnet,2635 Barnet Hwy,2635 Barnet Hwy 200,49.277928,-122.815653,49.278376,-122.814310
215.1,24249,74,73,1,Falcon,1140 Falcon Dr,1140 Falcon Dr 9,49.280543,-122.818372,49.280627,-122.819685
214.5,24829,194,190,4,Parkway,1420 Parkway Blvd,1438 Parkway Blvd 412,49.296558,-122.805611,49.295847,-122.804672
214.5,20796,1,0,1,Lougheed,995 Lougheed Hwy,995 Lougheed Hwy,49.269930,-122.798649,49.269950,-122.798029
214.4,18417,1,0,1,Lincoln,3645 Lincoln Ave,3645 Lincoln Ave,49.278535,-122.725463,49.279420,-122.726149
214.2,25070,1,0,1,Finnigan,155 Finnigan St,155 Finnigan St,49.234029,-122.836855,49.234454,-122.835451
213.9,10338,1,0,1,Golden,84 Golden Dr,84 Golden Dr,49.231587,-122.824556,49.231810,-122.826039
213.7,16776,138,126,12,Begin,1201 Brunette Ave,219 Begin St 99,49.239359,-122.859791,49.240146,-122.858541
213.6,14983,1,0,1,Pinetree,1410 Pinetree Way,1410 Pinetree Way,49.299185,-122.786392,49.299590,-122.787322
213.2,2437,1,0,1,Johnson,1215 Johnson St,1215 Johnson St,49.285443,-122.801660,49.285628,-122.799000
213.1,3566,1,0,1,Pollard,1350 Pollard St,1350 Pollard St,49.293341,-122.725485,49.294088,-122.725718
212.9,39706,1,0,1,Durant,1255 Durant Dr,1255 Durant Dr,49.289268,-122.808190,49.288839,-122.807053
212.9,18390,1,0,1,Lincoln,3585 Lincoln Ave,3585 Lincoln Ave,49.278517,-122.731114,49.279033,-122.732375
212.7,4395,1,0,1,Dufferin,1100 Dufferin St,1100 Dufferin St,49.280544,-122.804021,49.280168,-122.806514
212.7,19097,1,0,1,Brigantine,2000 Brigantine Dr,2000 Brigantine Dr,49.224486,-122.840551,49.223749,-122.839565
212.4,13135,1,0,1,Lofting,1457 Lofting St,1457 Lofting St,49.300015,-122.729490,49.300771,-122.728590
211.9,492,1,1,1,Glen,2865 Glen Dr 29,2865 Glen Dr 29,49.282752,-122.804523,49.284550,-122.804280
211.9,11679,1,0,1,Victoria,3665 Victoria Dr,3665 Victoria Dr,49.293448,-122.725175,49.294544,-122.724820
211.5,400,1,1,1,Glen,2865 Glen Dr 43,2865 Glen Dr 43,49.282742,-122.801933,49.284573,-122.802129
211.5,38050,2,0,2,Pinetree,1260 Pinetree Way,3000 Pinewood Ave,49.290059,-122.790456,49.289832,-122.791603
211.3,15253,195,194,1,Guildford,3098 Guildford Way,3098 Guildford Way 450,49.284990,-122.787774,49.285117,-122.786062
210.9,13195,40,39,1,Eagle Mountain,1506 Eagle Mountain Dr,1506 Eagle Mountain Dr 9,49.300429,-122.819440,49.301174,-122.820585
210.7,16892,2,0,2,Glacier,69 Glacier St,71 Glacier St,49.230993,-122.817493,49.229966,-122.816656
210.7,11075,1,0,1,Walton,3005 Walton Ave,3005 Walton Ave,49.291475,-122.793972,49.292142,-122.794531
210.6,10696,1,0,1,Dacre,2884 Dacre Ave,2884 Dacre Ave,49.272618,-122.801715,49.272244,-122.800597
209.8,2550,1,0,1,Aberdeen,2741 Aberdeen Ave,2741 Aberdeen Ave,49.276712,-122.812750,49.276677,-122.814253
209.7,10673,1,0,1,Darwin,3354 Darwin Ave,3354 Darwin Ave,49.287565,-122.758564,49.286565,-122.758800
208.9,16203,156,154,2,Johnson,1219 Johnson St,1220 Lasalle Pl 421,49.286327,-122.801538,49.285832,-122.800096
208.9,50599,1,0,1,Lougheed,1701 Lougheed Hwy,1701 Lougheed Hwy,49.231268,-122.845788,49.232180,-122.845751
208.1,4017,1,0,1,Lougheed,1050 Lougheed Hwy Park,1050 Lougheed Hwy Park,49.234980,-122.864500,49.234299,-122.864419
208.0,10259,1,0,1,Hockaday,1375 Hockaday St,1375 Hockaday St,49.296817,-122.772740,49.296837,-122.771433
207.6,12230,1,0,1,Como Lake,2131 Como Lake Ave,2131 Como Lake Ave,49.263327,-122.835671,49.264668,-122.835886
207.5,347,1,1,1,Glen,2865 Glen Dr 63,2865 Glen Dr 63,49.282746,-122.803154,49.284506,-122.803047
207.3,264,1,1,1,Glen,2865 Glen Dr 25,2865 Glen Dr 25,49.282745,-122.802965,49.284492,-122.802883
207.2,271,1,1,1,Glen,2865 Glen Dr 24,2865 Glen Dr 24,49.282744,-122.802822,49.284491,-122.802738
207.2,6571,1,0,1,Coast Meridian,1488 Coast Meridian Rd,1488 Coast Meridian Rd,49.305604,-122.755779,49.305387,-122.756748
207.1,353,1,1,1,Glen,2865 Glen Dr 23,2865 Glen Dr 23,49.282744,-122.802679,49.284454,-122.802566
207.1,23648,1,0,1,Victoria,3695 Victoria Dr,3695 Victoria Dr,49.295795,-122.719955,49.296598,-122.720788
206.9,6072,1,0,1,Edwards,1451 Edwards St,1451 Edwards St,49.299299,-122.719892,49.299476,-122.718413
206.8,25992,1,0,1,Johnson,1455 Johnson St,1455 Johnson St,49.300799,-122.798381,49.299751,-122.798929
206.5,2557,1,0,1,Soball,1351 Soball,1351 Soball,49.296106,-122.751661,49.296217,-122.749916
205.9,1867,1,0,1,Lougheed,1048 Lougheed Hwy Park,1048 Lougheed Hwy Park,49.235006,-122.864637,49.233997,-122.864637
205.8,9306,1,0,1,Martin,1496 Martin St,1496 Martin St,49.306073,-122.761307,49.305842,-122.759841
205.4,24012,1,0,1,Pipeline,1701 Pipeline Rd,1701 Pipeline Rd,49.316950,-122.771780,49.317649,-122.771017
204.9,2469,1,0,1,Cedar,4181 Cedar Dr,4181 Cedar Dr,49.288744,-122.723636,49.288884,-122.725829
204.8,19947,75,74,1,Falcon,1240 Falcon Dr,1240 Falcon Dr 9,49.286381,-122.819616,49.285939,-122.820343
204.4,17594,2,0,2,United,1365 United Blvd,1369 United Blvd,49.229160,-122.850667,49.229973,-122.851536
204.3,19554,1,0,1,Hartley,1575 Hartley Ave,1575 Hartley Ave,49.226711,-122.845596,49.227083,-122.844599
204.2,21546,66,65,1,Falcon,1170 Falcon Dr,1170 Falcon Dr 9,49.281845,-122.819119,49.281406,-122.819969
204.0,4731,1,0,1,Martin,1508 Martin St,1508 Martin St,49.306440,-122.761299,49.306223,-122.759041
204.0,19373,59,58,1,Tahsis,3190 Tahsis Ave,3190 Tahsis Ave 9,49.282294,-122.780587,49.281586,-122.779606
204.0,27173,1,0,1,Bend,911 Bend Crt,911 Bend Crt,49.269308,-122.853526,49.269386,-122.852517
203.8,8174,1,0,1,Kong,58 Kong Crt,58 Kong Crt,49.228791,-122.858097,49.227893,-122.858751
203.8,25858,1,0,1,Schoolhouse,411 Schoolhouse St,411 Schoolhouse St,49.246212,-122.852461,49.245911,-122.851239
203.7,1946,1,0,1,Falcon,1085 Falcon Dr,1085 Falcon Dr,49.276907,-122.818410,49.276748,-122.816945
203.4,12118,2,0,2,Mariner,769 Mariner Way,775 Mariner Way,49.260724,-122.816762,49.261672,-122.816809
203.1,8177,1,0,1,Edwards,1446 Edwards St,1446 Edwards St,49.299296,-122.719892,49.299056,-122.721557
202.9,8055,1,0,1,David,3460 David Ave,3460 David Ave,49.293953,-122.746658,49.292996,-122.746224
202.7,364,1,1,1,Glen,2865 Glen Dr 28,2865 Glen Dr 28,49.282752,-122.804525,49.284447,-122.804302
202.4,22044,67,66,1,Panorama,2990 Panorama Dr,2990 Panorama Dr 9,49.299373,-122.802133,49.298350,-122.802171
202.1,16281,2,0,2,Glacier,91 Glacier St,93 Glacier St,49.231813,-122.817561,49.232594,-122.816825
202.1,11343,1,0,1,Westwood,1112 Westwood St,1112 Westwood St,49.278275,-122.790502,49.278014,-122.791872
202.0,14574,1,0,1,Innes,3596 Innes Crt,3596 Innes Crt,49.298265,-122.732804,49.297848,-122.733816
201.9,399,1,0,1,Panorama,2975 Panorama Dr,2975 Panorama Dr,49.298572,-122.804757,49.300224,-122.805537
201.7,11891,1,0,1,Quarry,3720 Quarry Rd,3720 Quarry Rd,49.297586,-122.716641,49.297974,-122.714964
201.6,19500,2,0,2,Lodge,1915 Lodge Dr,1950 Lodge Dr,49.287509,-122.769409,49.288333,-122.769345
201.5,3181,1,0,1,David,3440 David Ave,3440 David Ave,49.293700,-122.747766,49.292742,-122.747554
201.1,15383,1,0,1,Smith,740 Smith Ave,740 Smith Ave,49.260074,-122.879197,49.259332,-122.879101
201.1,11133,2,0,1,Victoria,3435 Victoria Dr,3435 Wilkie Ave,49.285735,-122.750153,49.286355,-122.748922
200.5,16769,1,0,0,Leclair,Leclair Dr,Leclair Dr,49.242781,-122.827610,49.243526,-122.827519
200.5,6929,1,0,1,Panorama,2570 Panorama Dr,2570 Panorama Dr,49.300725,-122.821131,49.300070,-122.821651
199.7,326,1,1,1,Glen,2865 Glen Dr 44,2865 Glen Dr 44,49.282742,-122.801935,49.284468,-122.802133
199.3,7469,1,0,1,Gislason,3379 Gislason Ave,3379 Gislason Ave,49.289310,-122.750351,49.289821,-122.751635
199.2,3527,1,0,1,Edwards,1444 Edwards St,1444 Edwards St,49.298877,-122.719873,49.298745,-122.721611
199.2,5203,1,0,1,Galloway,3457 Galloway Ave,3457 Galloway Ave,49.294904,-122.746649,49.295840,-122.746780
199.0,16604,64,61,3,Dayanee Springs,1362 Purcell Dr,3065 Dayanee Springs Blvd 9,49.294139,-122.786696,49.294886,-122.786094
198.8,5073,1,0,1,Galloway,3437 Galloway Ave,3437 Galloway Ave,49.294886,-122.748952,49.295835,-122.748759
198.5,15570,59,58,1,Mitchell,1360 Mitchell St,1360 Mitchell St 158,49.294586,-122.737362,49.294919,-122.738410
198.4,17758,1,0,1,Rochester,1300 Rochester Ave,1300 Rochester Ave,49.245016,-122.856245,49.244217,-122.856102
197.8,13389,29,28,1,Baycrest,3565 Baycrest Ave,3565 Baycrest Ave 161,49.288936,-122.733923,49.288973,-122.735396
197.6,3377,1,0,1,Edwards,1442 Edwards St,1442 Edwards St,49.298511,-122.719876,49.298562,-122.721577
197.6,3410,1,0,1,Edwards,1440 Edwards St,1440 Edwards St,49.298431,-122.719882,49.298381,-122.721494
197.6,17549,3,2,1,United,1101 United Blvd,1101 United Blvd 102,49.230496,-122.859436,49.231286,-122.860305
197.4,15560,1,0,1,Cedar,4233 Cedar Dr,4233 Cedar Dr,49.292003,-122.720311,49.292236,-122.722141
197.3,1852,1,0,0,Burke Village,Burke Village Prom,Burke Village Prom,49.291782,-122.747373,49.292728,-122.747703
196.9,6719,1,0,1,Burke Village,3517 Burke Village Prom,3517 Burke Village Prom,49.292461,-122.740885,49.293312,-122.740509
196.9,4580,133,132,1,Glen,2905 Glen Dr,2905 Glen Dr 622,49.282728,-122.800306,49.283689,-122.800572
196.6,19415,27,26,1,Golden,81 Golden Dr,81 Golden Dr B,49.230681,-122.824543,49.230879,-122.823384
196.2,3606,1,0,1,Burbidge,2 Burbidge St,2 Burbidge St,49.223569,-122.823768,49.222388,-122.823898
195.6,18145,108,105,3,Lansdowne,1176 Lansdowne Dr,1190 Lansdowne Dr 336,49.283258,-122.809009,49.283059,-122.811017
195.5,15211,1,0,1,Christmas,2960 Christmas Way,2960 Christmas Way,49.275184,-122.795839,49.275129,-122.796982
195.4,17744,1,0,1,Brownlee,3620 Brownlee Ave,3620 Brownlee Ave,49.297380,-122.731567,49.296998,-122.730400
195.2,15157,46,45,1,Atlin,2721 Atlin Pl,2721 Atlin Pl 156,49.247446,-122.814397,49.247088,-122.814941
194.9,6861,2,0,2,Miller,835 Miller Ave,837 Miller Ave,49.268196,-122.873952,49.268398,-122.872652
194.8,17674,1,0,1,Quarry,3729 Quarry Rd,3729 Quarry Rd,49.298745,-122.713885,49.299471,-122.714158
194.3,19300,11,9,2,Canoe,2388 Canoe Ave,2440 Canoe Ave 110,49.229726,-122.824074,49.229094,-122.823220
194.2,5983,1,0,1,Daybreak,3060 Daybreak Ave,3060 Daybreak Ave,49.265834,-122.805883,49.265084,-122.805947
194.2,17166,12,11,1,Lansdowne,1100 Lansdowne Dr,1100 Lansdowne Dr K,49.276655,-122.808388,49.277115,-122.809524
194.1,13462,1,0,1,Dacre,2895 Dacre Ave,2895 Dacre Ave,49.272618,-122.801715,49.273008,-122.800389
193.7,15098,1,0,1,Quarry,3728 Quarry Rd,3728 Quarry Rd,49.298925,-122.712950,49.297986,-122.713604
193.6,11606,1,0,1,Litchfield,3622 Litchfield Ave,3622 Litchfield Ave,49.293077,-122.728453,49.292533,-122.728858
193.5,16058,61,60,1,Parkway,2351 Parkway Blvd,2351 Parkway Blvd 9,49.319442,-122.794723,49.319844,-122.793226
193.5,12578,1,0,1,Pier,3101 Pier Dr,3101 Pier Dr,49.275179,-122.815185,49.275635,-122.814236
193.2,18241,68,66,2,Mitchell,1220 Rocklin St,1225 Mitchell St 130,49.286650,-122.740657,49.286443,-122.739117
192.8,18324,1,0,1,Lincoln,3777 Lincoln Ave,3777 Lincoln Ave,49.278548,-122.714271,49.279061,-122.713071
192.5,18442,47,46,1,Gatensbury,511 Gatensbury St,511 Gatensbury St 146,49.249054,-122.858010,49.249610,-122.856722
192.5,22211,2,0,2,Hartley,2000 Hartley Ave,49 Schooner St,49.224694,-122.840543,49.225240,-122.839582
192.3,17776,86,85,1,Hames,1338 Hames Cres,1338 Hames Cres 9,49.294715,-122.754335,49.293915,-122.754386
192.2,9331,4,3,1,Leeder,35 Leeder St,35 Leeder St C,49.225872,-122.829953,49.225653,-122.828597
191.7,12244,52,51,1,Walton,2978 Walton Ave,2978 Walton Ave 9,49.290030,-122.795529,49.289162,-122.795400
191.5,16828,77,76,1,Olmsted,1340 Olmsted St,1340 Olmsted St 176,49.294181,-122.741554,49.294374,-122.742634
191.3,5749,1,0,1,Sultan,3341 Sultan Pl,3341 Sultan Pl,49.300243,-122.769858,49.301110,-122.769734
191.2,9895,33,30,3,Glen,2825 Glen Dr,2841 Glen Dr 209,49.282752,-122.804566,49.283137,-122.805807
191.2,13080,40,39,1,Paddock,1751 Paddock Dr,1751 Paddock Dr 9,49.308622,-122.787821,49.308979,-122.787159
190.8,9520,1,0,1,Edwards,1333 Edwards St,1333 Edwards St,49.293928,-122.719901,49.293775,-122.718562
190.5,325,1,1,1,Glen,2865 Glen Dr 27,2865 Glen Dr 27,49.282752,-122.804527,49.284352,-122.804321
190.3,18093,34,33,1,Barnet,2773 Barnet Hwy,2773 Barnet Hwy F,49.277852,-122.806367,49.278541,-122.807224
189.9,2536,1,0,1,Pipeline,1421 Pipeline Rd,1421 Pipeline Rd,49.300279,-122.776634,49.301037,-122.776405
189.6,14427,1,0,1,Lincoln,3757 Lincoln Ave,3757 Lincoln Ave,49.278548,-122.714271,49.279182,-122.714908
189.5,326,1,1,1,Glen,2865 Glen Dr 45,2865 Glen Dr 45,49.282742,-122.801937,49.284374,-122.802136
189.3,8598,395,386,10,Austin,1029 Austin Ave,505 Nelson St 909,49.249045,-122.865609,49.249360,-122.864287
189.2,21595,92,91,1,Olmsted,1331 Olmsted St,1331 Olmsted St 191,49.294139,-122.741704,49.293455,-122.741653
188.2,32936,97,95,2,Dayton,1430 Dayton St,3400 Devonshire Ave 9,49.300355,-122.753551,49.300751,-122.753697
188.1,13222,19,18,1,Cayer,204 Cayer St,204 Cayer St 407,49.235744,-122.846731,49.236119,-122.847942
187.4,11444,3,2,1,United,1301 United Blvd,1301 United Blvd 2,49.230212,-122.857648,49.230856,-122.858224
187.1,12117,1,0,1,Mariner,340 Mariner Way,340 Mariner Way,49.242005,-122.816011,49.242610,-122.816559
186.8,398,1,1,1,Glen,2865 Glen Dr 17,2865 Glen Dr 17,49.282747,-122.803314,49.284268,-122.803286
186.6,8199,1,0,1,Nestor,1270 Nestor St,1270 Nestor St,49.290671,-122.778486,49.291043,-122.779692
186.3,15808,155,153,2,Panorama,1415 Parkway Blvd,2950 Panorama Dr 905,49.297018,-122.804245,49.298089,-122.804678
186.2,11862,41,40,1,Laval,99 Laval St,99 Laval St 146,49.239436,-122.857349,49.238665,-122.856287
186.1,20245,1,0,1,Burbidge,35 Burbidge St,35 Burbidge St,49.225761,-122.823814,49.225273,-122.822690
185.7,4464,1,0,1,Walton,2849 Walton Ave,2849 Walton Ave,49.289964,-122.804549,49.290978,-122.805007
185.7,365,1,1,1,Glen,2865 Glen Dr 16,2865 Glen Dr 16,49.282747,-122.803412,49.284246,-122.803435
185.1,307,1,1,1,Glen,2865 Glen Dr 18,2865 Glen Dr 18,49.282746,-122.803213,49.284252,-122.803132
185.0,8947,1,0,1,Walton,2879 Walton Ave,2879 Walton Ave,49.289962,-122.802188,49.290815,-122.802563
184.8,30394,1,0,1,United,999 United Blvd,999 United Blvd,49.229499,-122.867507,49.230091,-122.867063
184.4,6688,1,0,0,Durant,Durant Dr,Durant Dr,49.291560,-122.807455,49.292430,-122.808024
183.6,15876,5,3,2,Delahaye,1320 Johnson St,2888 Delahaye Dr,49.292998,-122.800810,49.292286,-122.801431
183.4,10514,1,0,1,Lansdowne,1260 Lansdowne Dr,1260 Lansdowne Dr,49.286968,-122.815934,49.286599,-122.816536
183.1,8335,1,0,1,Oxford,1403 Oxford St,1403 Oxford St,49.297577,-122.765149,49.297310,-122.763950
182.8,8097,1,0,1,Wellington,1227 Wellington St,1227 Wellington St,49.286632,-122.761649,49.286403,-122.760356
182.6,8098,1,0,1,Wellington,1237 Wellington St,1237 Wellington St,49.287522,-122.761637,49.287295,-122.760346
182.6,18968,2,0,1,Burbidge,10 Burbidge St,Burbidge St,49.223569,-122.823768,49.223262,-122.824617
182.4,11278,20,20,1,Brigantine,2075 Brigantine Dr 1,2075 Brigantine Dr B,49.224295,-122.839066,49.224678,-122.837413
182.3,4377,7,6,1,North,335 North Rd,335 North Rd E,49.244337,-122.892652,49.244461,-122.891422
182.0,16376,55,54,1,Rambler,2850 Rambler Way,2850 Rambler Way 154,49.285459,-122.808122,49.285509,-122.806887
182.0,304,1,1,1,Glen,2865 Glen Dr 22,2865 Glen Dr 22,49.282743,-122.802639,49.284286,-122.802551
181.9,307,1,1,1,Glen,2865 Glen Dr 20,2865 Glen Dr 20,49.282745,-122.802929,49.284251,-122.802847
181.9,290,1,1,1,Glen,2865 Glen Dr 21,2865 Glen Dr 21,49.282744,-122.802781,49.284251,-122.802700
181.8,282,1,1,1,Glen,2865 Glen Dr 19,2865 Glen Dr 19,49.282745,-122.803067,49.284252,-122.802992
181.6,1404,1,0,1,Highland,3308 Highland Dr,3308 Highland Dr,49.300219,-122.761245,49.298941,-122.761169
181.6,384,1,1,1,Glen,2865 Glen Dr 15,2865 Glen Dr 15,49.282748,-122.803493,49.284200,-122.803563
181.5,16402,1,0,1,Dollar,1308 Dollar Cres,1308 Dollar Cres,49.291549,-122.736718,49.291693,-122.737747
181.0,4534,1,0,1,Walton,2851 Walton Ave,2851 Walton Ave,49.289964,-122.804549,49.291028,-122.804708
180.8,24461,113,112,1,Mitchell,1310 Mitchell St,1310 Mitchell St 212,49.291199,-122.739019,49.291763,-122.740017
180.3,12390,1,0,1,Edwards,1375 Edwards St,1375 Edwards St,49.294975,-122.719944,49.295627,-122.719217
179.9,9800,2,1,1,Runnel,2665 Runnel Dr,2665 Runnel Dr 211,49.278830,-122.812169,49.279201,-122.813376
179.9,11373,106,105,1,Smith,600 Smith Ave,600 Smith Ave 336,49.260256,-122.886199,49.259850,-122.887313
179.2,326,1,1,1,Glen,2865 Glen Dr 46,2865 Glen Dr 46,49.282742,-122.801939,49.284281,-122.802139
179.1,13053,1,0,1,Brigantine,1751 Brigantine Dr,1751 Brigantine Dr,49.224593,-122.841631,49.225154,-122.842557
179.0,7543,1,0,1,Cedar,4163 Cedar Dr,4163 Cedar Dr,49.288834,-122.727183,49.289589,-122.727523
178.9,13702,1,0,1,Brigantine,68 Brigantine Dr,68 Brigantine Dr,49.225594,-122.849364,49.226045,-122.850058
178.6,13141,9,8,1,King Edward,7 King Edward St,7 King Edward St 108,49.227356,-122.861585,49.227685,-122.860387
178.5,26461,87,85,2,Pinetree,1380 Pinetree Way,2978 Whisper Way 9,49.296338,-122.789757,49.296155,-122.788916
178.5,475,1,1,1,Glen,2865 Glen Dr 26,2865 Glen Dr 26,49.282752,-122.804533,49.284221,-122.804363
178.4,5745,1,0,1,Pipeline,1454 Pipeline Rd,1454 Pipeline Rd,49.302740,-122.775554,49.302611,-122.776738
178.3,11730,51,50,1,Johnson,1235 Johnson St,1235 Johnson St 9,49.286346,-122.801538,49.286697,-122.800342
178.2,5455,1,0,1,Eagleridge,1141 Eagleridge Dr,1141 Eagleridge Dr,49.283298,-122.812811,49.282627,-122.812606
177.5,8222,1,0,1,Litchfield,3630 Litchfield Ave,3630 Litchfield Ave,49.293049,-122.726337,49.292332,-122.727398
177.4,17935,1,0,0,Gatensbury,Gatensbury St,Gatensbury St,49.260268,-122.856565,49.260727,-122.857361
177.4,8094,9,8,1,Cayer,224 Cayer St,224 Cayer St 9,49.236695,-122.846714,49.236924,-122.847937
177.3,1487,1,0,0,Brigantine,Brigantine Dr,Brigantine Dr,49.225379,-122.849222,49.224089,-122.849976
176.8,15180,1,0,1,Dacre,2891 Dacre Ave,2891 Dacre Ave,49.272618,-122.801715,49.273543,-122.800775
176.8,13171,172,170,2,Packard,2860 Packard Ave,2880 Packard Ave 330,49.279984,-122.801874,49.279459,-122.802871
176.7,13430,1,0,1,Paddock,1770 Paddock Dr,1770 Paddock Dr,49.312149,-122.787437,49.312398,-122.788254
176.7,8484,1,0,1,Cedar,4155 Cedar Dr,4155 Cedar Dr,49.288744,-122.728736,49.289420,-122.728304
176.7,17055,139,138,1,Dufferin,1142 Dufferin St,1142 Dufferin St 387,49.279986,-122.804022,49.280066,-122.804876
176.5,13255,123,121,2,Packard,2865 Packard Ave,2885 Packard Ave 9,49.279985,-122.803851,49.280441,-122.802855
176.0,12790,1,0,1,Queenston,3456 Queenston Ave,3456 Queenston Ave,49.297563,-122.751560,49.296950,-122.750533
176.0,13939,1,0,1,Pipeline,1917 Pipeline Rd,1917 Pipeline Rd,49.331688,-122.770753,49.331509,-122.771660
175.9,13291,1,0,1,Spuraway,2601 Spuraway Ave,2601 Spuraway Ave,49.263248,-122.815864,49.263933,-122.816008
175.9,15018,2,0,2,Tupper,100 Woolridge St,938 Tupper Ave,49.233627,-122.868983,49.234113,-122.869879
175.2,17513,1,0,1,Millside,88 Millside St,88 Millside St,49.228933,-122.856911,49.229556,-122.857844
174.9,15829,1,0,1,Crouch,3665 Crouch Ave,3665 Crouch Ave,49.296640,-122.724654,49.297022,-122.723636
174.9,630,1,0,0,United,United Blvd,United Blvd,49.228858,-122.847108,49.230083,-122.847355
174.9,2306,6,4,2,Pipeline,2040 Pipeline Rd,2050 Pipeline Rd 4,49.337848,-122.771760,49.337535,-122.771260
174.7,11939,1,0,1,Brigantine,95 Brigantine Dr,95 Brigantine Dr,49.227893,-122.848829,49.227465,-122.847788
174.6,9430,1,0,1,Seki,1060 Seki Ave,1060 Seki Ave,49.227273,-122.862767,49.226565,-122.862116
173.9,351,1,1,1,Glen,2865 Glen Dr 14,2865 Glen Dr 14,49.282748,-122.803590,49.284147,-122.803680
173.8,15487,45,44,1,Falcon,1190 Falcon Dr,1190 Falcon Dr 9,49.283457,-122.819409,49.284282,-122.820432
173.4,14594,1,0,1,Devon,1128 Devon St,1128 Devon St,49.278567,-122.729181,49.279032,-122.730102
173.4,9038,12,11,1,Blue Mountain,75 Blue Mountain St,75 Blue Mountain St 9,49.234505,-122.873096,49.234111,-122.871950
173.2,14105,34,33,1,Barnet,2660 Barnet Hwy,2660 Barnet Hwy 135,49.277832,-122.812941,49.277166,-122.813717
173.2,13249,9,8,1,North,405 North Rd,405 North Rd 6,49.246420,-122.892630,49.246731,-122.891503
172.7,6094,1,0,1,Pipeline,1450 Pipeline Rd,1450 Pipeline Rd,49.302381,-122.775791,49.302249,-122.777052
172.7,23806,4,3,1,United,1335 United Blvd,1335 United Blvd 102,49.229490,-122.853808,49.230190,-122.853582
172.6,8615,42,41,1,Galloway,3395 Galloway Ave,3395 Galloway Ave 9,49.294845,-122.754462,49.295500,-122.754793
172.0,12872,40,39,1,Decaire,310 Decaire St,310 Decaire St 408,49.241952,-122.849415,49.242063,-122.850584
171.9,18336,1,0,1,Christmas,2968 Christmas Way,2968 Christmas Way,49.273907,-122.795970,49.273707,-122.797302
